x,y,z,A,B,C
-20.2894,7.10056,-708.053,-0.16317,-1.39264,-0.172088
-20.3091,7.10286,-708.169,-0.163407,-1.39264,-0.172294
-20.2819,7.13269,-708.349,-0.161903,-1.39253,-0.170779
-20.3015,7.13088,-708.485,-0.161851,-1.39253,-0.170777
-20.3292,7.13553,-708.614,-0.162075,-1.39252,-0.170965
-20.3331,7.14268,-708.732,-0.160491,-1.39246,-0.169399
-20.3575,7.14435,-708.867,-0.160027,-1.39247,-0.168979
-20.39,7.14923,-709.073,-0.158859,-1.39243,-0.16787
-20.4134,7.14915,-709.221,-0.158952,-1.39243,-0.167955
-20.4362,7.15378,-709.378,-0.158472,-1.39242,-0.167517
-20.2405,7.04075,-708.569,-0.160632,-1.39241,-0.169579
-20.2444,7.04645,-708.705,-0.160692,-1.39244,-0.169635
-20.2031,7.04152,-708.295,-0.161523,-1.3925,-0.170491
-20.1977,7.02996,-708.405,-0.16158,-1.39249,-0.170494
-20.2011,7.03478,-708.523,-0.161569,-1.39243,-0.170474
-20.1837,6.99751,-708.048,-0.161729,-1.39248,-0.170572
-20.188,6.99235,-708.147,-0.161615,-1.3925,-0.170456
-20.2404,7.01762,-707.806,-0.162754,-1.3925,-0.171587
-20.246,7.00561,-707.89,-0.162663,-1.39245,-0.171434
-20.2664,7.00304,-707.984,-0.162381,-1.39247,-0.171164
-20.2857,7.0375,-707.668,-0.162586,-1.39247,-0.17134
-20.3106,7.0355,-707.758,-0.162271,-1.39245,-0.171045
-20.3451,7.1379,-707.849,-0.16114,-1.39237,-0.169915
-20.3732,7.13181,-707.959,-0.161243,-1.39243,-0.169993
-20.408,7.14546,-708.061,-0.161235,-1.39244,-0.170032
-20.2751,7.06642,-707.617,-0.162153,-1.39236,-0.170868
-20.2966,7.06631,-707.713,-0.162394,-1.3924,-0.171145
-20.2735,7.08108,-707.993,-0.161114,-1.39234,-0.169952
-20.2806,7.08216,-708.093,-0.161155,-1.39233,-0.169986
-20.2897,7.09402,-708.193,-0.160745,-1.39242,-0.169506
-20.342,7.15432,-708.339,-0.159494,-1.39235,-0.168238
-20.3586,7.17428,-708.458,-0.15911,-1.39235,-0.167897
-20.3836,7.2007,-708.567,-0.159358,-1.3923,-0.168194
-20.2534,7.10656,-708.066,-0.161175,-1.39233,-0.16995
-20.2631,7.11596,-708.161,-0.161144,-1.39228,-0.16992
-20.1651,7.18185,-706.988,-0.162182,-1.39257,-0.171063
-20.1745,7.1895,-707.057,-0.162227,-1.3926,-0.171093
-20.2407,7.16512,-707.319,-0.161147,-1.39263,-0.169938
-20.2599,7.15587,-707.404,-0.16086,-1.39265,-0.169659
-20.2826,7.15733,-707.481,-0.160631,-1.39257,-0.169389
-20.3025,7.12881,-707.835,-0.159428,-1.39257,-0.168184
-20.3351,7.1249,-707.95,-0.159272,-1.39259,-0.168048
-20.3477,7.12514,-708.174,-0.158278,-1.39263,-0.167063
-20.3726,7.1238,-708.281,-0.157989,-1.39258,-0.166759
-20.4022,7.13472,-708.39,-0.157962,-1.39257,-0.166671
-20.321,7.05409,-708.027,-0.159963,-1.39258,-0.168638
